county,state,fips,zone,lat,lng,ne_lat,ne_lng,sw_lat,sw_lng
Rosebud,MT,030087,Mountain Time (US & Canada),46.3849,-106.7762,,,,
Sanders,MT,030089,Mountain Time (US & Canada),48.3391,-115.2165,,,,
Sheridan,MT,030091,Mountain Time (US & Canada),48.7212,-104.5046,45.4659939,-112.178423,45.4508719,-112.205194
Silver Bow,MT,030093,Mountain Time (US & Canada),46.3886,-112.9185,,,,
Stillwater,MT,030095,Mountain Time (US & Canada),45.2637,-110.1893,46.132328,-108.842669,45.167179,-110.0638189
Sweet Grass,MT,030097,Mountain Time (US & Canada),46.0653,-110.3156,46.22051889999999,-109.417297,45.172083,-110.292827
Teton,MT,030099,Mountain Time (US & Canada),47.7128,-112.5644,48.133257,-111.408241,47.500968,-113.016894
Toole,MT,030101,Mountain Time (US & Canada),48.6552,-111.6957,48.99892089999999,-111.270109,48.21922300000001,-112.193595
Treasure,MT,030103,Mountain Time (US & Canada),46.2115,-107.2717,46.4825049,-106.938953,45.8700879,-107.738547
Valley,MT,030105,Mountain Time (US & Canada),48.1821,-106.6828,49.0000299,-105.804345,47.6680135,-107.414986
Wheatland,MT,030107,Mountain Time (US & Canada),46.0653,-110.3156,46.752685,-109.387853,46.2187569,-110.281859
Wibaux,MT,030109,Mountain Time (US & Canada),46.9653,-104.249,46.994937,-104.178169,46.97667089999999,-104.204114
Yellowstone,MT,030111,Mountain Time (US & Canada),45.9372,-108.2744,45.1089567,-109.8241801,44.1324468,-111.1559859
Adams,NE,031001,Central Time (US & Canada),40.5245,-98.5012,40.4618,-96.5013819,40.450643,-96.525306
Antelope,NE,031003,Central Time (US & Canada),42.1769,-98.0667,42.437684,-97.833288,41.914954,-98.300714
Arthur,NE,031005,Mountain Time (US & Canada),41.5689,-101.6959,41.5759709,-101.685978,41.568506,-101.700404
Banner,NE,031007,Mountain Time (US & Canada),41.546,-103.7104,41.699858,-103.367114,41.39293000000001,-104.052899
Blaine,NE,031009,Central Time (US & Canada),41.9128,-99.9769,42.0861469,-99.686244,41.738459,-100.268129
Boone,NE,031011,Central Time (US & Canada),41.7068,-98.0673,41.916308,-97.8298459,41.4805409,-98.2960059
Box Butte,NE,031013,Mountain Time (US & Canada),42.2198,-103.0857,42.440093,-102.697835,42.000665,-103.444565
Boyd,NE,031015,Central Time (US & Canada),42.8997,-98.7665,42.998599,-98.305031,42.761207,-99.2576349
Brown,NE,031017,Central Time (US & Canada),42.43,-99.9295,42.8461019,-99.662379,42.085304,-100.198575
Buffalo,NE,031019,Central Time (US & Canada),40.8551,-99.075,41.0472989,-98.7213659,40.652138,-99.426795
Burt,NE,031021,Central Time (US & Canada),41.8515,-96.3287,42.047238,-96.064757,41.68273,-96.555285
Butler,NE,031023,Central Time (US & Canada),41.2242,-97.1306,41.4564359,-96.9057699,41.0460909,-97.368274
Cass,NE,031025,Central Time (US & Canada),40.9098,-96.1408,41.066001,-95.8093789,40.78347,-96.463861
Cedar,NE,031027,Central Time (US & Canada),42.5993,-97.2523,42.8683909,-97.0147949,42.3510599,-97.4861129
Chase,NE,031029,Mountain Time (US & Canada),40.5242,-101.6979,40.700223,-101.342641,40.349213,-102.051798
Cherry,NE,031031,,42.5381,-101.4432,42.999415,-100.16737,42.085848,-102.0849598
Cheyenne,NE,031033,Mountain Time (US & Canada),41.2198,-102.995,41.4393229,-102.609347,41.001776,-103.382503
Clay,NE,031035,Central Time (US & Canada),40.5244,-98.0512,40.698558,-97.824114,40.350336,-98.278314
Colfax,NE,031037,Central Time (US & Canada),41.5731,-97.0867,41.7431039,-96.905862,41.376816,-97.253519
Cuming,NE,031039,Central Time (US & Canada),41.9164,-96.7874,42.09057800000001,-96.554861,41.7420149,-97.0199349
Custer,NE,031041,Central Time (US & Canada),41.3943,-99.7261,41.7415899,-99.203261,41.0462519,-100.252934
Dakota,NE,031043,Central Time (US & Canada),42.3911,-96.5646,42.52465189999999,-96.3563949,42.276351,-96.7266609
Dawes,NE,031045,Mountain Time (US & Canada),42.7197,-103.1354,43.0009469,-102.772858,42.437267,-103.5051
Dawson,NE,031047,Central Time (US & Canada),40.8699,-99.8195,40.137111,-95.8256679,40.124716,-95.8335139
Deuel,NE,031049,Mountain Time (US & Canada),41.1116,-102.3339,41.222076,-102.051717,41.002189,-102.621033
Dixon,NE,031051,Central Time (US & Canada),42.4932,-96.8677,42.42037089999999,-96.9909979,42.410588,-96.998384
Dodge,NE,031053,Central Time (US & Canada),41.5777,-96.6542,41.7282529,-96.8712819,41.717157,-96.886946
Douglas,NE,031055,Central Time (US & Canada),41.2953,-96.1544,41.393468,-95.871141,41.18999900000001,-96.47072
Dundy,NE,031057,Mountain Time (US & Canada),40.1762,-101.6879,40.350553,-101.323353,40.0023849,-102.051972
Fillmore,NE,031059,Central Time (US & Canada),40.5247,-97.5965,40.698837,-97.3683109,40.3503,-97.8249419
Franklin,NE,031061,Central Time (US & Canada),40.1763,-98.9527,40.103389,-98.9413029,40.0894009,-98.961905
Frontier,NE,031063,Central Time (US & Canada),40.5301,-100.3942,40.700485,-99.9811929,40.349239,-100.783018
Furnas,NE,031065,Central Time (US & Canada),40.1764,-99.9123,40.351298,-99.628254,40.001342,-100.197807
Gage,NE,031067,Central Time (US & Canada),40.2619,-96.6893,40.5238279,-96.463268,40.000841,-96.9169479
Garden,NE,031069,Mountain Time (US & Canada),41.6194,-102.3354,42.0091879,-101.984429,41.221345,-102.679093
Garfield,NE,031071,Central Time (US & Canada),41.9143,-98.9914,42.088588,-98.759062,41.740305,-99.2227329
Gosper,NE,031073,Central Time (US & Canada),40.5148,-99.8307,40.700198,-99.6422089,40.351012,-100.095095
Grant,NE,031075,Mountain Time (US & Canada),41.915,-101.7405,40.853767,-101.715254,40.836205,-101.735191
Greeley,NE,031077,Central Time (US & Canada),41.5675,-98.5212,41.5529949,-98.520865,41.543737,-98.540134
Hall,NE,031079,Central Time (US & Canada),40.8725,-98.5022,41.04674,-98.282353,40.698284,-98.721975
Hamilton,NE,031081,Central Time (US & Canada),40.8735,-98.0233,41.173625,-97.825639,40.698276,-98.2828509
Harlan,NE,031083,Central Time (US & Canada),40.1765,-99.4046,40.351591,-99.178975,40.001791,-99.630721
Hayes,NE,031085,Central Time (US & Canada),40.5248,-101.0618,40.700258,-100.777376,40.349302,-101.345398
Hitchcock,NE,031087,Central Time (US & Canada),40.1763,-101.0422,40.350985,-100.758435,40.002144,-101.325514
Holt,NE,031089,Central Time (US & Canada),42.4557,-98.7838,42.896724,-98.300212,42.08789489999999,-99.2570389
Hooker,NE,031091,Mountain Time (US & Canada),41.9159,-101.1353,42.092194,-100.842459,41.739903,-101.42668
Howard,NE,031093,Central Time (US & Canada),41.22,-98.5171,41.394297,-98.286546,41.04609689999999,-98.749167
Jefferson,NE,031095,Central Time (US & Canada),40.1757,-97.1426,40.350392,-96.915083,40.001179,-97.3692509
Johnson,NE,031097,Central Time (US & Canada),40.3926,-96.2649,40.4143709,-95.9947799,40.4062319,-96.002652
Kearney,NE,031099,Central Time (US & Canada),40.5067,-98.948,40.742706,-99.018113,40.660671,-99.138672
Keith,NE,031101,Mountain Time (US & Canada),41.1988,-101.6613,41.3955179,-101.249975,41.002673,-102.055851
Keya Paha,NE,031103,Central Time (US & Canada),42.8789,-99.7124,42.99869289999999,-99.2539649,42.7176259,-100.198536
Kimball,NE,031105,Mountain Time (US & Canada),41.1977,-103.715,41.243606,-103.636082,41.2135089,-103.681651
Knox,NE,031107,Central Time (US & Canada),42.6369,-97.8919,42.882605,-97.484861,42.436898,-98.31039400000002
Lancaster,NE,031109,Central Time (US & Canada),40.7841,-96.6878,41.046116,-96.463618,40.523013,-96.9139299
Lincoln,NE,031111,Central Time (US & Canada),41.0478,-100.7452,40.8934659,-96.5773069,40.711282,-96.8041499
Logan,NE,031113,Central Time (US & Canada),41.5665,-100.4828,,,,
Loup,NE,031115,Central Time (US & Canada),41.9138,-99.4544,42.0880359,-99.2217139,41.740207,-99.68697
McPherson,NE,031117,Central Time (US & Canada),41.5681,-101.0605,41.743586,-100.7117109,41.3935109,-101.407268
Madison,NE,031119,Central Time (US & Canada),41.9166,-97.6008,41.8441509,-97.443624,41.816229,-97.470322
Merrick,NE,031121,Central Time (US & Canada),41.1698,-98.0376,41.395153,-97.598185,40.872296,-98.287168
Morrill,NE,031123,Mountain Time (US & Canada),41.716,-103.0105,41.9706959,-103.915167,41.9561319,-103.935596
Nance,NE,031125,Central Time (US & Canada),41.3973,-97.9923,41.526947,-97.703627,41.264027,-98.291506
Nemaha,NE,031127,Central Time (US & Canada),40.3881,-95.8486,40.344214,-95.6713209,40.334438,-95.682625
Nuckolls,NE,031129,Central Time (US & Canada),40.1764,-98.0472,40.350684,-97.8206489,40.002023,-98.274051
Otoe,NE,031131,Central Time (US & Canada),40.6485,-96.1348,40.7280419,-96.116176,40.7195169,-96.125309
Pawnee,NE,031133,Central Time (US & Canada),40.1314,-96.237,40.262563,-96.010139,40.0004379,-96.463928
Perkins,NE,031135,Mountain Time (US & Canada),40.8509,-101.6496,41.004005,-101.24656,40.697539,-102.051761
Phelps,NE,031137,Central Time (US & Canada),40.5111,-99.4145,40.686105,-99.179227,40.350535,-99.6444159
Pierce,NE,031139,Central Time (US & Canada),42.2644,-97.6013,42.20612089999999,-97.513847,42.1918579,-97.547207
Platte,NE,031141,Central Time (US & Canada),41.5701,-97.5198,41.743212,-97.252415,41.3329869,-97.831215
Polk,NE,031143,Central Time (US & Canada),41.1869,-97.5684,41.0801589,-97.7758059,41.0684119,-97.793359
Red Willow,NE,031145,Central Time (US & Canada),40.1758,-100.4768,40.35152,-100.19318,40.001604,-100.761019
Richardson,NE,031147,Central Time (US & Canada),40.1249,-95.7167,40.2621309,-95.30829,39.999932,-96.010688
Rock,NE,031149,Central Time (US & Canada),42.4213,-99.45,42.804296,-99.2340639,42.086009,-99.677719
Saline,NE,031151,Central Time (US & Canada),40.524,-97.1408,40.698626,-96.912206,40.349585,-97.368805
Sarpy,NE,031153,Central Time (US & Canada),41.1131,-96.1119,41.1911,-95.841611,40.9943079,-96.339805
Saunders,NE,031155,Central Time (US & Canada),41.2261,-96.6373,41.453389,-96.3109829,41.0149909,-96.9091119
Scotts Bluff,NE,031157,Mountain Time (US & Canada),41.8506,-103.708,42.004221,-103.361526,41.6977769,-104.053008
Seward,NE,031159,Central Time (US & Canada),40.8723,-97.1395,40.93041789999999,-97.075452,40.879717,-97.115972
Sheridan,NE,031161,Mountain Time (US & Canada),42.5048,-102.409,42.9999849,-102.006204,42.004843,-102.7932
Sherman,NE,031163,Central Time (US & Canada),41.2205,-98.9763,41.394681,-98.7443299,41.04662889999999,-99.207577
Sioux,NE,031165,Mountain Time (US & Canada),42.7142,-103.7719,43.00170689999999,-103.400971,42.000402,-104.053152
Stanton,NE,031167,Central Time (US & Canada),41.9168,-97.1939,41.9575369,-97.195092,41.93887489999999,-97.240397
Thayer,NE,031169,Central Time (US & Canada),40.1763,-97.5948,40.97679900000001,-97.49215,40.9657989,-97.501864
Thomas,NE,031171,Central Time (US & Canada),41.9135,-100.5558,42.088166,-100.265474,41.739446,-100.846129
Thurston,NE,031173,Central Time (US & Canada),42.1582,-96.5441,42.179463,-96.696613,42.173764,-96.705078
Valley,NE,031175,Central Time (US & Canada),41.5673,-98.9819,41.340703,-96.3210029,41.30265989999999,-96.387193
Washington,NE,031177,Central Time (US & Canada),41.5311,-96.2218,41.400416,-96.200311,41.394754,-96.21352
Wayne,NE,031179,Central Time (US & Canada),42.2092,-97.1193,42.255483,-96.995436,42.2242249,-97.037245
Webster,NE,031181,Central Time (US & Canada),40.1764,-98.4999,40.350558,-98.273293,40.0022049,-98.726863
Wheeler,NE,031183,Central Time (US & Canada),41.9148,-98.5282,42.088875,-98.2954089,41.740359,-98.76118300000002
York,NE,031185,Central Time (US & Canada),40.8728,-97.5971,40.907466,-97.5634609,40.812545,-97.635381
Churchill,NV,032001,Pacific Time (US & Canada),40.0152,-118.49,40.002614,-117.46134,39.0733449,-119.226139
Clark,NV,032003,Pacific Time (US & Canada),36.5162,-115.9843,36.853659,-114.042772,35.001857,-115.896925
Douglas,NV,032005,Pacific Time (US & Canada),39.2153,-119.9149,39.11400890000001,-119.310381,38.53479189999999,-119.9611609
Elko,NV,032007,Pacific Time (US & Canada),41.5447,-115.5974,40.89082090000001,-115.700124,40.803041,-115.833841
Esmeralda,NV,032009,Pacific Time (US & Canada),37.5763,-116.9511,38.473797,-117.164765,36.971111,-118.428144
Eureka,NV,032011,Pacific Time (US & Canada),39.6135,-116.7096,39.52881989999999,-115.952261,39.4979889,-115.984971
Humboldt,NV,032013,Pacific Time (US & Canada),41.4068,-118.112,42.000439,-117.017588,40.526136,-119.33142
Lander,NV,032015,Pacific Time (US & Canada),39.6135,-116.7096,41.0005279,-116.586595,39.0934249,-117.806786
Lincoln,NV,032017,Pacific Time (US & Canada),36.7786,-115.1511,38.677614,-114.048414,36.8419,-115.896941
Lyon,NV,032019,Pacific Time (US & Canada),39.4151,-119.6557,39.7403849,-118.753736,38.414041,-119.712645
Mineral,NV,032021,Pacific Time (US & Canada),38.6067,-118.6034,39.074697,-117.691021,37.893659,-119.156978
Nye,NV,032023,Pacific Time (US & Canada),37.5763,-116.9511,39.16343,-115.000845,35.963707,-118.196274
Pershing,NV,032027,Pacific Time (US & Canada),40.0152,-118.49,40.9611589,-117.299913,39.998294,-119.339296
Storey,NV,032029,Pacific Time (US & Canada),39.4151,-119.6557,39.62889,-119.279801,39.2508709,-119.71407
Washoe,NV,032031,Pacific Time (US & Canada),39.2153,-119.9149,41.9975419,-119.170544,39.165509,-120.006473
White Pine,NV,032033,Pacific Time (US & Canada),40.544,-115.3911,40.128799,-114.046385,38.677298,-115.907659
Carson City,NV,032510,Pacific Time (US & Canada),39.2153,-119.9149,39.2508709,-119.548357,39.084796,-119.9568727
Belknap,NH,033001,Eastern Time (US & Canada),43.5188,-71.4233,43.7587983,-71.160134,43.284717,-71.731548
Carroll,NH,033003,Eastern Time (US & Canada),43.7506,-71.2178,44.355441,-71.395246,44.2120819,-71.596341
Cheshire,NH,033005,Eastern Time (US & Canada),42.9193,-72.2512,43.181962,-71.928811,42.7122339,-72.5571849
Coos,NH,033007,Eastern Time (US & Canada),44.4715,-71.3228,45.305476,-71.01003,44.085825,-71.7647449
Grafton,NH,033009,Eastern Time (US & Canada),43.7209,-71.9182,43.627652,-71.864053,43.5284489,-72.069504
Hillsborough,NH,033011,Eastern Time (US & Canada),42.9363,-71.7929,43.207263,-71.8560289,43.0922349,-72.0367909
Merrimack,NH,033013,Eastern Time (US & Canada),43.2977,-71.6802,42.911069,-71.45268,42.791387,-71.577484
Rockingham,NH,033015,Eastern Time (US & Canada),42.9853,-71.1814,43.274201,-70.60971359999999,42.73759,-71.4513099
Strafford,NH,033017,Eastern Time (US & Canada),43.2975,-71.0293,43.35586,-71.0547079,43.203724,-71.247215
Sullivan,NH,033019,Eastern Time (US & Canada),43.3612,-72.2223,43.053362,-72.174581,42.971725,-72.259311
Atlantic,NJ,034001,Eastern Time (US & Canada),39.4906,-74.6976,39.729909,-74.3089409,39.28856589999999,-74.9852229
Bergen,NJ,034003,Eastern Time (US & Canada),41.0243,-74.1547,41.1339414,-73.9024019,40.76238439999999,-74.2724839
Burlington,NJ,034005,Eastern Time (US & Canada),39.985,-74.7572,40.11928380000001,-74.797538,40.024885,-74.8981149
Camden,NJ,034007,Eastern Time (US & Canada),39.8038,-74.9599,39.9680896,-75.066546,39.8986639,-75.1330706
Cape May,NJ,034009,Eastern Time (US & Canada),39.1768,-74.8227,38.9501248,-74.8716055,38.9286642,-74.938801
Cumberland,NJ,034011,Eastern Time (US & Canada),39.3735,-75.1099,,,,
Essex,NJ,034013,Eastern Time (US & Canada),40.8034,-74.2767,40.90889,-74.11829929999999,40.6739052,-74.377517
Gloucester,NJ,034015,Eastern Time (US & Canada),39.7173,-75.1419,39.8526359,-74.968373,39.726408,-75.0886809
Hudson,NJ,034017,Eastern Time (US & Canada),40.741,-74.0775,40.8234168,-73.99197389999999,40.6437626,-74.1660869
Hunterdon,NJ,034019,Eastern Time (US & Canada),40.5672,-74.9123,40.787832,-74.702231,40.339427,-75.1954959
Mercer,NJ,034021,Eastern Time (US & Canada),40.2833,-74.7015,40.4241559,-74.481202,40.136843,-74.942909
Middlesex,NJ,034023,Eastern Time (US & Canada),40.4394,-74.4113,40.593371,-74.4694459,40.555324,-74.527025
Monmouth,NJ,034025,Eastern Time (US & Canada),40.2596,-74.2614,40.4785764,-73.9721845,40.07913,-74.613529
Morris,NJ,034027,Eastern Time (US & Canada),40.8621,-74.5445,40.833376,-74.4327139,40.7644249,-74.542232
Ocean,NJ,034029,Eastern Time (US & Canada),39.9191,-74.3099,40.2765069,-73.9997109,40.224354,-74.077409
Passaic,NJ,034031,Eastern Time (US & Canada),41.0934,-74.3518,40.876812,-74.106786,40.834098,-74.146704
Salem,NJ,034033,Eastern Time (US & Canada),39.5872,-75.3459,39.584022,-75.452387,39.554874,-75.494969
Somerset,NJ,034035,Eastern Time (US & Canada),40.5637,-74.6163,40.758005,-74.401839,40.37439690000001,-74.7978409
Sussex,NJ,034037,Eastern Time (US & Canada),41.1394,-74.6902,41.216327,-74.5985659,41.202844,-74.616546
Eastern Union,NJ,034039,Eastern Time (US & Canada),40.6666,-74.3579,40.7370199,-74.2177877,40.7272156,-74.2250285
Warren,NJ,034041,Eastern Time (US & Canada),40.8574,-74.997,40.673397,-74.449108,40.587354,-74.5767329
Bernalillo,NM,035001,Mountain Time (US & Canada),34.9677,-107.3538,35.334438,-106.520915,35.28603400000001,-106.584417
Catron,NM,035003,Mountain Time (US & Canada),33.4637,-108.8879,34.581019,-107.711272,33.20093,-109.04747
Chaves,NM,035005,Mountain Time (US & Canada),32.8186,-105.0958,34.088488,-103.509668,32.518769,-105.3539069
Cibola,NM,035006,Mountain Time (US & Canada),35.0264,-108.8163,35.3483329,-107.066694,34.577576,-109.046218
Colfax,NM,035007,Mountain Time (US & Canada),36.736,-105.3655,36.9962389,-104.007183,36.21761,-105.377745
Curry,NM,035009,Mountain Time (US & Canada),34.5742,-103.3468,34.954403,-103.042661,34.302571,-103.740017
De Baca,NM,035011,Mountain Time (US & Canada),34.3424,-104.412,34.779516,-103.945621,33.995413,-104.893141
Dona Ana,AZ,035013,Mountain Time (US & Canada),32.6132,-106.9177,37.0042599,-109.045223,31.332177,-114.816591
Eddy,NM,035015,Mountain Time (US & Canada),32.239,-104.7304,32.965612,-103.722299,31.999939,-104.852216
Grant,AZ,035017,Mountain Time (US & Canada),33.0652,-109.0457,32.257675,-110.9266448,32.250275,-110.935246
35017,AZ,0Grant,Mountain Time (US & Canada),32.739034,-108.382236,33.128742,-112.6720186,33.1287365,-112.6720404
Guadalupe,NM,035019,Mountain Time (US & Canada),34.8633,-104.7907,35.2170969,-104.124814,34.34672,-105.312968
Harding,NM,035021,Mountain Time (US & Canada),35.858,-103.8199,36.21876100000001,-103.364795,35.389472,-104.439282
Hidalgo,AZ,035023,Mountain Time (US & Canada),33.0652,-109.0457,32.777842,-108.208087,31.332172,-109.050173
Lea,NM,035025,Mountain Time (US & Canada),32.7504,-103.4363,33.570628,-103.05262,32.000206,-103.814998
Lincoln,NM,035027,Mountain Time (US & Canada),34.1329,-106.1646,,,,
Los Alamos,NM,035028,Mountain Time (US & Canada),35.9028,-106.5983,35.913289,-106.245395,35.870556,-106.334687
Luna,AZ,035029,Mountain Time (US & Canada),33.0357,-107.5193,,,,
McKinley,NM,035031,Mountain Time (US & Canada),36.0352,-108.9307,36.0028809,-107.306591,34.958968,-109.046794
Mora,NM,035033,Mountain Time (US & Canada),35.8964,-105.6206,,,,
Otero,AZ,035035,Mountain Time (US & Canada),32.3625,-106.2354,,,,
Quay,NM,035037,Mountain Time (US & Canada),35.1043,-103.5497,35.74007100000001,-103.041351,34.6046569,-104.129726
Rio Arriba,NM,035039,Mountain Time (US & Canada),36.8291,-107.5054,37.000152,-105.5301,35.93058,-107.626927
Roosevelt,NM,035041,Mountain Time (US & Canada),34.0213,-103.4802,34.6050679,-103.043283,33.5700689,-103.949627
Sandoval,NM,035043,Mountain Time (US & Canada),35.0761,-108.0592,36.21979900000001,-106.2451789,35.1977119,-107.62651
San Juan,NM,035045,Mountain Time (US & Canada),36.0352,-108.9307,,,,
San Miguel,NM,035047,Mountain Time (US & Canada),36.0908,-105.6352,35.871015,-103.637022,35.041562,-105.722201
Santa Fe,NM,035049,Mountain Time (US & Canada),34.9512,-106.3122,35.7540089,-105.894186,35.6109779,-106.071886
Sierra,AZ,035051,Mountain Time (US & Canada),33.1033,-107.0436,34.4800569,-110.089997,34.4798059,-110.096238
35051,AZ,0Sierra,Mountain Time (US & Canada),33.130467,-107.192501,33.1284449,-112.6719107,33.1284393,-112.6719325
Socorro,NM,035053,Mountain Time (US & Canada),33.8976,-108.0696,34.098582,-106.865249,34.022351,-106.939561
Taos,NM,035055,Mountain Time (US & Canada),36.1356,-106.1194,36.4239249,-105.557165,36.354985,-105.605881
Torrance,NM,035057,Mountain Time (US & Canada),35.0023,-106.7443,35.042179,-105.29012,34.259672,-106.471074
Union,NM,035059,Mountain Time (US & Canada),36.7769,-104.3106,37.000293,-103.001964,35.739274,-104.009118
Valencia,NM,035061,Mountain Time (US & Canada),34.9677,-107.3538,34.8178009,-106.671058,34.769265,-106.713894
Albany,NY,036001,Eastern Time (US & Canada),42.5646,-74.125,42.7223789,-73.72475349999999,42.6139012,-73.898099
Allegany,NY,036003,Eastern Time (US & Canada),42.2574,-78.0276,42.10149089999999,-78.482551,42.0827959,-78.5026099
Bronx,NY,036005,Eastern Time (US & Canada),40.8526,-73.8669,40.917577,-73.74806,40.7857429,-73.933808
Broome,NY,036007,Eastern Time (US & Canada),42.1602,-75.8196,42.41570189999999,-75.359579,41.9977899,-76.1301809
Cattaraugus,NY,036009,Eastern Time (US & Canada),42.2486,-78.6789,42.3386629,-78.854404,42.318064,-78.87866
Cayuga,NY,036011,Eastern Time (US & Canada),43.1775,-76.6084,42.927718,-76.7114919,42.907136,-76.7383584
Chautauqua,NY,036013,Eastern Time (US & Canada),42.2282,-79.3664,42.570267,-79.059209,41.99825500000001,-79.7621439
Chemung,NY,036015,Eastern Time (US & Canada),42.1413,-76.76,,,,
Chenango,NY,036017,Eastern Time (US & Canada),42.4936,-75.6115,42.745421,-75.2928139,42.194918,-75.889832
Clinton,NY,036019,Eastern Time (US & Canada),44.7069,-73.7931,43.0565209,-75.36632,43.0435159,-75.39101800000002
Columbia,NY,036021,Eastern Time (US & Canada),42.2451,-73.733,42.510002,-73.352527,41.9779799,-73.92158189999999
Cortland,NY,036023,Eastern Time (US & Canada),42.595,-76.0702,42.614509,-76.154685,42.585547,-76.20049000000002
Delaware,NY,036025,Eastern Time (US & Canada),42.1982,-74.9665,42.5177989,-74.428196,41.848292,-75.4230379
Dutchess,NY,036027,Eastern Time (US & Canada),41.7716,-73.8457,42.080906,-73.487314,41.4420972,-73.9900739
Erie,NY,036029,Eastern Time (US & Canada),42.6247,-78.7608,43.098676,-78.462046,42.43799689999999,-79.1371521
Essex,NY,036031,Eastern Time (US & Canada),44.0851,-73.8551,,,,
Franklin,NY,036033,Eastern Time (US & Canada),44.9016,-74.4258,42.3490929,-75.159437,42.3334939,-75.17112
Fulton,NY,036035,Eastern Time (US & Canada),43.1615,-74.4228,43.3387079,-76.390382,43.2991679,-76.4414881
Genesee,NY,036037,Eastern Time (US & Canada),43.001,-78.1936,43.133561,-77.904121,42.862744,-78.4655049
Greene,NY,036039,Eastern Time (US & Canada),42.257,-74.2376,42.3393439,-75.755714,42.31946000000001,-75.783513
Hamilton,NY,036041,Eastern Time (US & Canada),43.6611,-74.4973,42.8613579,-75.5315409,42.8070419,-75.573112
Herkimer,NY,036043,Eastern Time (US & Canada),43.7111,-74.9693,43.0459089,-74.9627809,43.0155279,-75.021823
Jefferson,NY,036045,Eastern Time (US & Canada),44.0409,-75.9102,44.39385,-75.446124,43.66814300000001,-76.4466331
Kings,NY,036047,Eastern Time (US & Canada),40.6428,-73.9426,40.739446,-73.833365,40.5704734,-74.0420049
Lewis,NY,036049,Eastern Time (US & Canada),43.7847,-75.4488,44.2855436,-73.556867,44.2713843,-73.5701563
Livingston,NY,036051,Eastern Time (US & Canada),42.7281,-77.7754,42.98846289999999,-77.486875,42.471216,-78.06096300000002
Madison,NY,036053,Eastern Time (US & Canada),42.9129,-75.6697,42.903366,-75.5052209,42.891659,-75.5197659
Monroe,NY,036055,Eastern Time (US & Canada),43.1464,-77.6959,41.3411649,-74.160106,41.297927,-74.20702
Montgomery,NY,036057,Eastern Time (US & Canada),42.9023,-74.4397,41.5329259,-74.219382,41.508877,-74.254468
Nassau,NY,036059,Eastern Time (US & Canada),40.8335,-73.5976,40.9469562,-73.4232712,40.5779344,-73.7666989
New York,NY,036061,Eastern Time (US & Canada),40.7786,-73.9665,40.9152413,-73.700272,40.495908,-74.2590879
Niagara,NY,036063,Eastern Time (US & Canada),43.2011,-78.7425,43.37502449999999,-78.460416,43.01886289999999,-79.075367
Oneida,NY,036065,Eastern Time (US & Canada),43.3813,-75.4692,43.1514449,-75.5966679,43.0332189,-75.709565
Onondaga,NY,036067,Eastern Time (US & Canada),43.0058,-76.1946,43.271605,-75.896079,42.7714291,-76.499324
Ontario,NY,036069,Eastern Time (US & Canada),42.8529,-77.2998,43.231241,-77.25203590000001,43.202946,-77.3037839
Orange,NY,036071,Eastern Time (US & Canada),41.4022,-74.3056,41.6327379,-73.9506383,41.142883,-74.7626229
Orleans,NY,036073,Eastern Time (US & Canada),43.2522,-78.2312,43.4088624,-77.995173,43.128619,-78.4664279
Oswego,NY,036075,Eastern Time (US & Canada),43.426,-76.1412,43.4814179,-76.46932,43.4280909,-76.5376441
Otsego,NY,036077,Eastern Time (US & Canada),42.6338,-75.0326,42.908363,-74.6306309,42.313949,-75.416932
Putnam,NY,036079,Eastern Time (US & Canada),41.4267,-73.7495,,,,
Queens,NY,036081,Eastern Time (US & Canada),40.748,-73.8438,40.812242,-73.700272,40.4897939,-74.042112
Rensselaer,NY,036083,Eastern Time (US & Canada),42.7053,-73.6159,42.669903,-73.70227,42.6141779,-73.7573755
Richmond,NY,036085,Eastern Time (US & Canada),40.5802,-74.1557,40.648959,-74.05220369999999,40.495908,-74.2590879
Rockland,NY,036087,Eastern Time (US & Canada),41.1529,-74.0241,41.3208968,-73.8959295,40.9973038,-74.234473
St. Lawrence,NY,036089,Eastern Time (US & Canada),44.5173,-75.3061,45.015865,-74.52621189999999,44.0504,-75.8397181
Saratoga,NY,036091,Eastern Time (US & Canada),42.9413,-73.8768,43.398041,-73.5738832,42.775377,-74.1601
Schenectady,NY,036093,Eastern Time (US & Canada),42.79,-74.1561,42.843697,-73.893042,42.7634319,-73.983245
Schoharie,NY,036095,Eastern Time (US & Canada),42.5882,-74.4421,42.67972290000001,-74.298886,42.6521929,-74.3301379
Schuyler,NY,036097,Eastern Time (US & Canada),42.3938,-76.8752,42.54679,-76.61921,42.2337209,-77.107203
Seneca,NY,036099,Eastern Time (US & Canada),42.781,-76.8237,43.024059,-76.6114304,42.5418809,-76.9813339
Steuben,NY,036101,Eastern Time (US & Canada),42.2678,-77.3838,42.580413,-76.9650279,41.998636,-77.7499309
Suffolk,NY,036103,Eastern Time (US & Canada),40.7503,-73.1828,41.2923798,-71.85620449999999,40.6094204,-73.4973478
Sullivan,NY,036105,Eastern Time (US & Canada),41.7164,-74.7681,42.0163749,-74.364334,41.4216569,-75.146446
Tioga,NY,036107,Eastern Time (US & Canada),42.1703,-76.3063,42.410337,-76.080681,41.998345,-76.5635889
